mol_index,mol_id,mol_id_norm,smiles,score,score_prop_used,cluster_id,scaffold_id,exact_scaffold_smiles,generic_scaffold_smiles,substitution_signature,substitution_map,mol_png_b64,mol_wt,clogp,tpsa,hbd,hba,rot_bonds,rings,heavy_atoms,formal_charge,is_neutral_ph7,fsp3,filter_mol_wt,filter_rot_bonds,filter_hbd,filter_hba,filter_mol_wt_source,filter_rot_bonds_source,filter_hbd_source,filter_hba_source,interaction_count,external_interaction_count,A467_donor,A467_acceptor,A468_donor,A468_acceptor,A533_donor,A533_acceptor,A473_donor,A473_acceptor,A538_donor,A538_acceptor,A536_donor,A536_acceptor,A470_donor,A470_acceptor,A543_donor,A543_acceptor,A486_donor,A486_acceptor,A487_donor,A487_acceptor,A488_donor,A488_acceptor,A489_donor,A489_acceptor,A490_donor,A490_acceptor,A491_donor,A491_acceptor,A492_donor,A492_acceptor,interaction_count_source,score_norm,interaction_norm,interaction_term,priority_score,druglike_score,presentation_score,passes_mol_weight_filter,passes_hbd_filter,passes_hba_filter,passes_rotb_filter,passes_formal_charge_filter,passes_neutral_filter,report_eligible,report_exclusion_reason,presentation_score_final,overall_score,priority_rank
436,LN05526733_5321,LN05526733_5321,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N(N)C(=O)[C@@H]5Cc6c([nH]c7ccccc67)[C@H](C)N5)cc4F)CC2)n3C)c(=O)c1,-8.402711136399533,r_i_docking_score,,O=C(NC(=O)C1Cc2c([nH]c3ccccc23)CN1)c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1,O=C(NC(=O)C1Cc2c([nH]c3ccccc23)CN1)c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1,CC(CC(C)C1CCC2CC3CCCCC3C2C1)C1CCC(C2CCC(CC3CC4CCCC(C5CCCCC5C)C4C3)CC2)CC1,R3=[H]N[H] | R4=[H] | R5=[H] | R6=[H].[H] | R7=[H].[H]C([H])[H] | R11=[H] | R13=[H] | R14=[H] | R15=[H] | R16=[H] | R17=[H] | R18=[H] | R23=[H]C([H])[H] | R25=[H] | R27=[H] | R28=[H] | R29=[H]NC([H])([H])[H] | R30=[H] | R33=[H].[H]C([H])[H] | R35=[H].[H] | R36=[H].[H] | R38=[H] | R39=[H].[H] | R41=F | R42=[H] | R44=[H] | R45=[H]C([H])[H],"{2: ('[H]N[H]',), 3: ('[H]',), 4: ('[H]',), 5: ('[H]', '[H]'), 6: ('[H]', '[H]C([H])[H]'), 10: ('[H]',), 12: ('[H]',), 13: ('[H]',), 14: ('[H]',), 15: ('[H]',), 16: ('[H]',), 17: ('[H]',), 22: ('[H]C([H])[H]',), 24: ('[H]',), 26: ('[H]',), 27: ('[H]',), 28: ('[H]NC([H])([H])[H]',), 29: ('[H]',), 32: ('[H]', '[H]C([H])[H]'), 34: ('[H]', '[H]'), 35: ('[H]', '[H]'), 37: ('[H]',), 38: ('[H]', '[H]'), 40: ('F',), 41: ('[H]',), 43: ('[H]',), 44: ('[H]C([H])[H]',)}",,741.8720000000012,5.663020000000004,146.31,5.0,10.0,13.0,8.0,55.0,0.0,True,0.2857142857142857,741.872,13.0,5.0,10.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{80},,,,,,,,,,,{70},,,,,,,,,,,,,,,,filtered_csv,0.288983244493207,0.3333333333333333,0.3333333333333333,0.3155932977972828,0.5915469969696966,0.439772462424869,True,True,True,True,True,True,True,,0.439772462424869,0.44,2098
2200,EN300-18528457_10880,EN300-18528457_10880,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCC(C(=O)N6CCCc7ccccc76)CC5)cc4F)CC2)n3C)c(=O)c1,-8.395729437991697,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC(C(=O)N2CCCc3ccccc32)CC1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC(C(=O)N2CCCc3ccccc32)CC1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC(C(C)C6CCCC7CCCCC76)CC5)CC4)CC3)CC21,R3=[H] | R4=[H].[H] | R5=[H].[H] | R7=[H].[H] | R8=[H].[H] | R10=[H].[H] | R11=[H].[H] | R12=[H].[H] | R14=[H] | R15=[H] | R16=[H] | R17=[H] | R19=[H] | R20=[H] | R25=[H]C([H])[H] | R27=[H] | R29=[H] | R30=[H] | R31=[H]NC([H])([H])[H] | R32=[H] | R35=[H].[H]C([H])[H] | R37=[H].[H] | R38=[H].[H] | R40=[H] | R41=[H].[H] | R43=F | R44=[H] | R46=[H] | R47=[H]C([H])[H],"{2: ('[H]',), 3: ('[H]', '[H]'), 4: ('[H]', '[H]'), 6: ('[H]', '[H]'), 7: ('[H]', '[H]'), 9: ('[H]', '[H]'), 10: ('[H]', '[H]'), 11: ('[H]', '[H]'), 13: ('[H]',), 14: ('[H]',), 15: ('[H]',), 16: ('[H]',), 18: ('[H]',), 19: ('[H]',), 24: ('[H]C([H])[H]',), 26: ('[H]',), 28: ('[H]',), 29: ('[H]',), 30: ('[H]NC([H])([H])[H]',), 31: ('[H]',), 34: ('[H]', '[H]C([H])[H]'), 36: ('[H]', '[H]'), 37: ('[H]', '[H]'), 39: ('[H]',), 40: ('[H]', '[H]'), 42: ('F',), 43: ('[H]',), 45: ('[H]',), 46: ('[H]C([H])[H]',)}",,741.9120000000013,6.895320000000007,95.71000000000001,1.0,8.0,11.0,8.0,55.0,0.0,True,0.36363636363636365,741.912,11.0,1.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{84},,,,,,,,,,,{74},,,,,,,,,,,,,,,,filtered_csv,0.28813356774403875,0.3333333333333333,0.3333333333333333,0.3152534270976155,0.7468094363636358,0.5094536312673247,True,True,True,True,True,True,True,,0.5094536312673247,0.509,2099
2201,EN300-234981_20115,EN300-234981_20115,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN6C(=O)CC[C@]65C)cc4F)CC2)n3C)c(=O)c1,-8.392318945894528,r_i_docking_score,,O=C1CCC2N1CCN2C(=O)c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1,O=C1CCC2N1CCN2C(=O)c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6C(C)CCC65)CC4)CC3)CC21,R1=[H]C([H])[H] | R2=[H].[H] | R3=[H].[H] | R7=[H].[H] | R8=[H].[H] | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{0: ('[H]C([H])[H]',), 1: ('[H]', '[H]'), 2: ('[H]', '[H]'), 6: ('[H]', '[H]'), 7: ('[H]', '[H]'), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,637.7600000000015,4.858120000000005,95.71000000000001,1.0,8.0,11.0,7.0,47.0,0.0,True,0.3888888888888889,637.76,11.0,1.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{68},,,,,,,,,,,{58},,,,,,,,,,,,,,,,filtered_csv,0.28771850887599404,0.3333333333333333,0.3333333333333333,0.3150874035503976,0.8478255454545449,0.5548195674072639,True,True,True,True,True,True,True,,0.5548195674072639,0.555,2100
2202,EN300-53288248_47102,EN300-53288248_47102,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N(C)C(=O)[C@H]5Cc6c(cccc6OC)N5)cc4F)CC2)n3C)c(=O)c1,-8.383253951115165,r_i_docking_score,,O=C(NC(=O)C1Cc2ccccc2N1)c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1,O=C(NC(=O)C1Cc2ccccc2N1)c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1,CC(CC(C)C1CC2CCCCC2C1)C1CCC(C2CCC(CC3CC4CCCC(C5CCCCC5C)C4C3)CC2)CC1,R1=[H]C([H])[H] | R4=[H] | R5=[H].[H] | R7=[H]C([H])([H])O | R8=[H] | R9=[H] | R10=[H] | R12=[H] | R13=[H] | R14=[H] | R19=[H]C([H])[H] | R21=[H] | R23=[H] | R24=[H] | R25=[H]NC([H])([H])[H] | R26=[H] | R29=[H].[H]C([H])[H] | R31=[H].[H] | R32=[H].[H] | R34=[H] | R35=[H].[H] | R37=F | R38=[H] | R40=[H] | R41=[H]C([H])[H],"{0: ('[H]C([H])[H]',), 3: ('[H]',), 4: ('[H]', '[H]'), 6: ('[H]C([H])([H])O',), 7: ('[H]',), 8: ('[H]',), 9: ('[H]',), 11: ('[H]',), 12: ('[H]',), 13: ('[H]',), 18: ('[H]C([H])[H]',), 20: ('[H]',), 22: ('[H]',), 23: ('[H]',), 24: ('[H]NC([H])([H])[H]',), 25: ('[H]',), 28: ('[H]', '[H]C([H])[H]'), 30: ('[H]', '[H]'), 31: ('[H]', '[H]'), 33: ('[H]',), 34: ('[H]', '[H]'), 36: ('F',), 37: ('[H]',), 39: ('[H]',), 40: ('[H]C([H])[H]',)}",,703.8190000000013,5.707720000000005,113.73000000000002,2.0,10.0,14.0,7.0,52.0,0.0,True,0.3,703.819,14.0,2.0,10.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{75},,,,,,,,,,,"{65, 4}",,,,,,,,,,,,,,,,filtered_csv,0.28661529374903993,0.3333333333333333,0.3333333333333333,0.31464611749961596,0.7088625999999996,0.49204353462478856,True,True,True,True,True,True,True,,0.49204353462478856,0.492,2101
2204,EN300-718374_19649,EN300-718374_19649,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N[C@@H]5CC[C@H]6CC[NH2+][C@H]65)cc4F)CC2)n3C)c(=O)c1,-8.371174828245254,r_i_docking_score,,O=C(NC1CCC2CC[NH2+]C21)c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1,O=C(NC1CCC2CC[NH2+]C21)c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1,CC(CC1CCC2CCCC21)C1CCC(C2CCC(CC3CC4CCCC(C5CCCCC5C)C4C3)CC2)CC1,R1=[H] | R2=[H] | R3=[H].[H] | R4=[H] | R5=[H].[H] | R6=[H].[H] | R7=[H] | R8=[H].[H] | R9=[H].[H] | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{0: ('[H]',), 1: ('[H]',), 2: ('[H]', '[H]'), 3: ('[H]',), 4: ('[H]', '[H]'), 5: ('[H]', '[H]'), 6: ('[H]',), 7: ('[H]', '[H]'), 8: ('[H]', '[H]'), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,624.7850000000013,3.9078200000000036,100.80000000000001,2.0,7.0,11.0,7.0,46.0,1.0,False,0.4166666666666667,624.785,11.0,2.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{70},,,,,,,,,,,{60},,,,,,,,,,,,,,,,filtered_csv,0.2851452574837394,0.3333333333333333,0.3333333333333333,0.3140581029934958,0.8535249090909087,0.5568181657373317,True,True,True,True,True,True,True,,0.5568181657373317,0.557,2102
2205,EN300-46821248_33922,EN300-46821248_33922,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6ccc(OC)cc6[C@@H]5C(F)(F)F)cc4F)CC2)n3C)c(=O)c1,-8.368606837911694,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=[H]C([H])([H])O | R2=[H] | R3=[H] | R5=[H].[H] | R6=[H].[H] | R8=FC(F)F.[H] | R10=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('[H]C([H])([H])O',), 1: ('[H]',), 2: ('[H]',), 4: ('[H]', '[H]'), 5: ('[H]', '[H]'), 7: ('FC(F)F', '[H]'), 9: ('[H]',), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,728.7910000000012,7.374220000000008,84.63,1.0,8.0,12.0,7.0,53.0,0.0,True,0.325,728.791,12.0,1.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{74},,,,,,,,,,,{64},,,,,,,,,,,,,,,,filtered_csv,0.28483273156940525,0.3333333333333333,0.3333333333333333,0.3139330926277621,0.7251310818181813,0.49897218776345076,True,True,True,True,True,True,True,,0.49897218776345076,0.499,2103
2206,EN300-229408_5796,EN300-229408_5796,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5c6c(C#N)cnn6[C@@H](C(F)(F)F)C[C@@H]5C)cc4F)CC2)n3C)c(=O)c1,-8.36780385212594,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCCn2nccc21,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCCn2nccc21,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCCC6CCCC65)CC4)CC3)CC21,R1=[H].[H]C([H])[H] | R2=[H].[H] | R3=FC(F)F.[H] | R6=[H] | R7=C#N | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{0: ('[H]', '[H]C([H])[H]'), 1: ('[H]', '[H]'), 2: ('FC(F)F', '[H]'), 5: ('[H]',), 6: ('C#N',), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,727.7670000000012,6.674300000000007,117.00999999999999,1.0,10.0,11.0,7.0,53.0,0.0,True,0.34210526315789475,727.767,11.0,1.0,10.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{71},,,,,,,,,,,{10},,,,,,,,,,,,,,,,filtered_csv,0.2847350077331391,0.3333333333333333,0.3333333333333333,0.31389400309325566,0.7614932999999995,0.5153136867012904,True,True,True,True,True,True,True,,0.5153136867012904,0.515,2104
2207,EN300-1717795_12097,EN300-1717795_12097,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5C[C@@H]6OCO[C@@H]6C5)cc4F)CC2)n3C)c(=O)c1,-8.36167294916808,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2OCOC2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2OCOC2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CC6CCCC6C5)CC4)CC3)CC21,R1=[H].[H] | R3=[H].[H] | R4=[H] | R6=[H].[H] | R8=[H] | R9=[H] | R10=[H] | R15=[H]C([H])[H] | R17=[H] | R19=[H] | R20=[H] | R21=[H]NC([H])([H])[H] | R22=[H] | R25=[H].[H]C([H])[H] | R27=[H].[H] | R28=[H].[H] | R30=[H] | R31=[H].[H] | R33=F | R34=[H] | R36=[H] | R37=[H]C([H])[H],"{0: ('[H]', '[H]'), 2: ('[H]', '[H]'), 3: ('[H]',), 5: ('[H]', '[H]'), 7: ('[H]',), 8: ('[H]',), 9: ('[H]',), 14: ('[H]C([H])[H]',), 16: ('[H]',), 18: ('[H]',), 19: ('[H]',), 20: ('[H]NC([H])([H])[H]',), 21: ('[H]',), 24: ('[H]', '[H]C([H])[H]'), 26: ('[H]', '[H]'), 27: ('[H]', '[H]'), 29: ('[H]',), 30: ('[H]', '[H]'), 32: ('F',), 33: ('[H]',), 35: ('[H]',), 36: ('[H]C([H])[H]',)}",,612.7060000000014,4.261020000000004,93.85999999999999,1.0,9.0,10.0,7.0,45.0,0.0,True,0.38235294117647056,612.706,10.0,1.0,9.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{63},,,,,,,,,,,{53},,,,,,,,,,,,,,,,filtered_csv,0.2839888732841268,0.3333333333333333,0.3333333333333333,0.31359554931365075,0.887478036363636,0.5718426684861442,True,True,True,True,True,True,True,,0.5718426684861442,0.572,2105
2208,EN300-7549090_36615,EN300-7549090_36615,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CC[NH2+][C@H]6COC[C@H]65)cc4F)CC2)n3C)c(=O)c1,-8.360242831773649,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC[NH2+]C2COCC21,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC[NH2+]C2COCC21,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCCC6CCCC65)CC4)CC3)CC21,R1=[H].[H] | R2=[H].[H] | R3=[H] | R4=[H].[H] | R5=[H].[H] | R6=[H] | R9=[H].[H] | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{0: ('[H]', '[H]'), 1: ('[H]', '[H]'), 2: ('[H]',), 3: ('[H]', '[H]'), 4: ('[H]', '[H]'), 5: ('[H]',), 8: ('[H]', '[H]'), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,626.7570000000013,2.8503200000000026,101.24000000000001,1.0,8.0,10.0,7.0,46.0,1.0,False,0.4,626.757,10.0,1.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{68},,,,,,,,,,,{58},,,,,,,,,,,,,,,,filtered_csv,0.28381482716702944,0.3333333333333333,0.3333333333333333,0.3135259308668118,0.8828795272727269,0.5697350492494736,True,True,True,True,True,True,True,,0.5697350492494736,0.57,2106
2209,EN300-1588744_37441,EN300-1588744_37441,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5[C@H](CO)C[C@H]6OCC[C@H]65)cc4F)CC2)n3C)c(=O)c1,-8.355465590675582,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC2OCCC21,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC2OCCC21,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCC65)CC4)CC3)CC21,R1=[H].[H]OC([H])[H] | R2=[H].[H] | R3=[H] | R5=[H].[H] | R6=[H].[H] | R7=[H] | R9=[H] | R10=[H] | R15=[H]C([H])[H] | R17=[H] | R19=[H] | R20=[H] | R21=[H]NC([H])([H])[H] | R22=[H] | R25=[H].[H]C([H])[H] | R27=[H].[H] | R28=[H].[H] | R30=[H] | R31=[H].[H] | R33=F | R34=[H] | R36=[H] | R37=[H]C([H])[H],"{0: ('[H]', '[H]OC([H])[H]'), 1: ('[H]', '[H]'), 2: ('[H]',), 4: ('[H]', '[H]'), 5: ('[H]', '[H]'), 6: ('[H]',), 8: ('[H]',), 9: ('[H]',), 14: ('[H]C([H])[H]',), 16: ('[H]',), 18: ('[H]',), 19: ('[H]',), 20: ('[H]NC([H])([H])[H]',), 21: ('[H]',), 24: ('[H]', '[H]C([H])[H]'), 26: ('[H]', '[H]'), 27: ('[H]', '[H]'), 29: ('[H]',), 30: ('[H]', '[H]'), 32: ('F',), 33: ('[H]',), 35: ('[H]',), 36: ('[H]C([H])[H]',)}",,640.7600000000015,4.428020000000004,104.86000000000001,2.0,9.0,12.0,7.0,47.0,0.0,True,0.4166666666666667,640.76,12.0,2.0,9.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{69},,,,,,,,,,,{59},,,,,,,,,,,,,,,,filtered_csv,0.2832334341521662,0.3333333333333333,0.3333333333333333,0.31329337366086646,0.818296727272727,0.5405448827862037,True,True,True,True,True,True,True,,0.5405448827862037,0.541,2107
2210,EN300-237492_5670,EN300-237492_5670,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CC[C@@]6(CCc7ccccc76)C5)cc4F)CC2)n3C)c(=O)c1,-8.347853921387529,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC[C@@]2(CCc3ccccc32)C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC[C@@]2(CCc3ccccc32)C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6(CCC7CCCCC76)C5)CC4)CC3)CC21,R1=[H] | R2=[H] | R3=[H] | R6=[H] | R7=[H].[H] | R8=[H].[H] | R10=[H].[H] | R11=[H].[H] | R13=[H].[H] | R14=[H] | R15=[H] | R20=[H]C([H])[H] | R22=[H] | R24=[H] | R25=[H] | R26=[H]NC([H])([H])[H] | R27=[H] | R30=[H].[H]C([H])[H] | R32=[H].[H] | R33=[H].[H] | R35=[H] | R36=[H].[H] | R38=F | R39=[H] | R41=[H] | R42=[H]C([H])[H],"{0: ('[H]',), 1: ('[H]',), 2: ('[H]',), 5: ('[H]',), 6: ('[H]', '[H]'), 7: ('[H]', '[H]'), 9: ('[H]', '[H]'), 10: ('[H]', '[H]'), 12: ('[H]', '[H]'), 13: ('[H]',), 14: ('[H]',), 19: ('[H]C([H])[H]',), 21: ('[H]',), 23: ('[H]',), 24: ('[H]',), 25: ('[H]NC([H])([H])[H]',), 26: ('[H]',), 29: ('[H]', '[H]C([H])[H]'), 31: ('[H]', '[H]'), 32: ('[H]', '[H]'), 34: ('[H]',), 35: ('[H]', '[H]'), 37: ('F',), 38: ('[H]',), 40: ('[H]',), 41: ('[H]C([H])[H]',)}",,670.8330000000014,6.793820000000006,75.4,1.0,7.0,10.0,8.0,50.0,0.0,True,0.34146341463414637,670.833,10.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{74},,,,,,,,,,,{64},,,,,,,,,,,,,,,,filtered_csv,0.2823070895811721,0.3333333333333333,0.3333333333333333,0.3129228358324688,0.802609154545454,0.5332816792533122,True,True,True,True,True,True,True,,0.5332816792533122,0.533,2108
